name,latitude,longitude
Nicolas - Allegro Musique,48.6889262,6.1610768
Emma - Allegro Musique,48.684561,6.1707069
Gaetan - Professeur de musique,48.6901369,6.1659805
BeePlex,48.6899317,6.1768517
Pigier Nancy,48.6888187,6.198694
École International Tunon,48.6929275,6.1787036
Plantis café,48.6815179,6.1662014
Club Pilates,48.6929826,6.1906118
Stych Auto-École Nancy,48.6856322,6.1607996
Photomaton,48.6972956,6.1673239
La bagagerie du 32,48.6882596,6.187962
Ibis Styles Nancy Centre Gare,48.6903283,6.1714032
Waffle Factory,48.6895052,6.1802617
Centre de Dermatologie,48.6931265,6.1893142
AMOS ESDAC,48.6897675,6.1800732
WIN Sport School Nancy,48.6972912,6.1736817
Dr Jean-Pascal FYAD,48.694924,6.1814521
